,ed_arrivals,wait_time_minutes,door_to_doctor_min,ed_los_minutes,admitted_from_ed,left_ama,imaging_ordered,labs_ordered,day_of_week,week_of_year,month,quarter,year,is_weekend,dow_sin,dow_cos,arrivals_lag_1,arrivals_lag_2,arrivals_lag_3,arrivals_lag_7,arrivals_lag_14,arrivals_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,admission_rate,throughput_pressure,severity_index,avg_wait_time,avg_los,crowding_index,boarding_proxy,Emergent,Less_Urgent,Non-Urgent,Resuscitation,Urgent,Abdominal_pain,Altered_mental_status,Back_pain,Chest_pain,Drug_overdose,Fever,Headache,Hypertensive_urgency,Hypoglycemia,Laceration,Leg_swelling,Nausea_and_vomiting,Palpitations,Seizure,Shortness_of_breath,Stroke_symptoms,Syncope_/_fall,Trauma,Urinary_symptoms,Weakness,MHN_Boston_General,MHN_Cambridge,MHN_Dorchester,MHN_Fenway,MHN_Jamaica_Plain,MHN_Quincy,MHN_Roxbury_Community,MHN_South_Shore,trend_7,trend_28
2023-01-11,5,87.2,87.2,352.2,0,0,3,1,2,2,1,1,2023,0,0.9749279121818236,-0.22252093395631434,4.0,1.0,2.0,6.0,4.0,3.0,2.857142857142857,1.3451854182690988,3.0714285714285716,2.124435810568897,0.0,174.4,13,87.2,352.2,0.0,0.0,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,1,1,-1.0,1.0
2023-01-12,2,125.0,125.0,432.5,0,0,1,2,3,2,1,1,2023,0,0.43388373911755823,-0.900968867902419,5.0,4.0,1.0,2.0,1.0,1.0,2.857142857142857,1.3451854182690988,3.107142857142857,2.0965454074507086,0.0,250.0,3,125.0,432.5,0.0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0.0,-1.0
2023-01-13,3,36.666666666666664,36.666666666666664,252.66666666666666,1,0,3,0,4,2,1,1,2023,0,-0.433883739117558,-0.9009688679024191,2.0,5.0,4.0,3.0,2.0,5.0,2.857142857142857,1.3451854182690988,3.0357142857142856,2.0634768009203595,0.3333333333333333,73.33333333333333,8,36.666666666666664,252.66666666666666,12.222222222222221,84.22222222222221,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,0,0,0.0,-1.0
2023-01-14,2,54.5,54.5,205.5,2,0,2,1,5,2,1,1,2023,1,-0.9749279121818236,-0.2225209339563146,3.0,2.0,5.0,3.0,2.0,1.0,2.7142857142857144,1.3801311186847094,3.0714285714285716,2.035400978396433,1.0,109.0,7,54.5,205.5,54.5,205.5,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,-1.0,-1.0
2023-01-15,2,17.0,17.0,261.0,0,0,0,0,6,2,1,1,2023,1,-0.7818314824680299,0.6234898018587334,2.0,3.0,2.0,2.0,3.0,3.0,2.7142857142857144,1.3801311186847094,3.0357142857142856,2.0454492009977776,0.0,34.0,6,17.0,261.0,0.0,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,1.0
2023-01-16,1,12.0,12.0,261.0,0,0,1,1,0,3,1,1,2023,0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,2.7142857142857144,1.3801311186847094,2.9642857142857144,2.081348260625933,0.0,24.0,4,12.0,261.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,-4.0
2023-01-17,3,88.66666666666667,88.66666666666667,313.6666666666667,0,0,1,3,1,3,1,1,2023,0,0.7818314824680298,0.6234898018587336,1.0,2.0,2.0,4.0,0.0,4.0,2.5714285714285716,1.272418020560705,2.9285714285714284,2.0714741830409826,0.0,177.33333333333334,10,88.66666666666667,313.6666666666667,0.0,0.0,1,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,-1.0,2.0
2023-01-18,5,148.2,148.2,402.2,1,0,5,1,2,3,1,1,2023,0,0.9749279121818236,-0.22252093395631434,3.0,1.0,2.0,5.0,6.0,9.0,2.5714285714285716,1.272418020560705,2.7857142857142856,1.7502834237608722,0.2,296.4,13,148.2,402.2,29.64,80.44,1,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,3,0,0.0,2.0
2023-01-19,8,44.625,44.625,273.125,3,0,4,2,3,3,1,1,2023,0,0.43388373911755823,-0.900968867902419,5.0,3.0,1.0,2.0,2.0,5.0,3.4285714285714284,2.3704530408864075,2.892857142857143,1.969005872765275,0.375,89.25,24,44.625,273.125,16.734375,102.421875,2,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,1,2,1,1,6.0,5.0
2023-01-20,3,76.0,76.0,248.33333333333334,1,0,1,0,4,3,1,1,2023,0,-0.433883739117558,-0.9009688679024191,8.0,5.0,3.0,3.0,3.0,6.0,3.4285714285714284,2.3704530408864075,2.7857142857142856,1.8729486132663986,0.3333333333333333,152.0,7,76.0,248.33333333333334,25.333333333333332,82.77777777777777,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0.0,-1.0
2023-01-21,3,18.666666666666668,19.666666666666668,262.6666666666667,1,0,1,2,5,3,1,1,2023,1,-0.9749279121818236,-0.2225209339563146,3.0,8.0,5.0,2.0,3.0,2.0,3.5714285714285716,2.2990681342044392,2.8214285714285716,1.8669359216239192,0.3333333333333333,38.333333333333336,9,18.666666666666668,262.6666666666667,6.222222222222222,87.55555555555556,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,1.0,-6.0
2023-01-22,1,50.0,50.0,233.0,1,0,0,0,6,3,1,1,2023,1,-0.7818314824680299,0.6234898018587334,3.0,3.0,8.0,2.0,2.0,4.0,3.4285714285714284,2.4397501823713323,2.7142857142857144,1.882810012978889,1.0,100.0,3,50.0,233.0,50.0,233.0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,-1.0,-4.0
2023-01-24,3,66.0,66.0,364.6666666666667,0,0,1,0,1,4,1,1,2023,0,0.7818314824680298,0.6234898018587336,0.0,1.0,3.0,3.0,4.0,5.0,3.2857142857142856,2.6276913640612176,2.642857142857143,1.8300837000548278,0.0,132.0,13,66.0,364.6666666666667,0.0,0.0,2,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,2.0,-3.0
2023-01-25,4,47.75,49.0,280.5,3,0,3,3,2,4,1,1,2023,0,0.9749279121818236,-0.22252093395631434,3.0,0.0,1.0,5.0,5.0,4.0,3.142857142857143,2.544836041121407,2.642857142857143,1.8300837000548278,0.75,96.75,13,47.75,280.5,35.8125,210.375,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,1.0,2.0
2023-01-26,6,73.83333333333333,74.16666666666667,344.6666666666667,2,0,3,3,3,4,1,1,2023,0,0.43388373911755823,-0.900968867902419,4.0,3.0,0.0,8.0,2.0,1.0,2.857142857142857,1.9518001458970664,2.8214285714285716,1.906199854054632,0.3333333333333333,148.0,17,73.83333333333333,344.6666666666667,24.611111111111107,114.88888888888889,0,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,2,1,1.0,2.0
2023-01-27,7,51.142857142857146,51.42857142857143,242.28571428571428,2,1,2,3,4,4,1,1,2023,0,-0.433883739117558,-0.9009688679024191,6.0,4.0,3.0,3.0,3.0,2.0,3.4285714285714284,2.507132682112034,3.0,2.0548046676563287,0.2857142857142857,102.57142857142858,18,51.142857142857146,242.28571428571428,14.612244897959183,69.22448979591836,0,3,0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,3,0,2,0,-1.0,2.0
2023-01-28,3,32.0,32.0,227.66666666666666,1,0,1,1,5,4,1,1,2023,1,-0.9749279121818236,-0.2225209339563146,7.0,6.0,4.0,3.0,2.0,2.0,3.4285714285714284,2.507132682112034,3.0357142857142856,2.0454492009977776,0.3333333333333333,64.0,12,32.0,227.66666666666666,10.666666666666666,75.88888888888889,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0.0,-1.0
2023-01-29,1,128.0,128.0,417.0,0,0,0,0,6,4,1,1,2023,1,-0.7818314824680299,0.6234898018587334,3.0,7.0,6.0,1.0,2.0,3.0,3.4285714285714284,2.507132682112034,2.9642857142857144,2.081348260625933,0.0,256.0,3,128.0,417.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,-2.0,0.0
2023-01-30,4,90.5,90.5,367.25,2,0,3,1,0,5,1,1,2023,0,0.0,1.0,1.0,3.0,7.0,0.0,1.0,0.0,4.0,1.9999999999999976,3.107142857142857,2.0062732304280706,0.5,181.0,10,90.5,367.25,45.25,183.625,0,0,1,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,3.0,2.0
2023-01-31,4,23.75,23.75,255.5,2,0,2,4,1,5,1,1,2023,0,0.7818314824680298,0.6234898018587336,4.0,1.0,3.0,3.0,3.0,0.0,4.142857142857143,1.9518001458970637,3.25,1.9172704363041577,0.5,47.5,12,23.75,255.5,11.875,127.75,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2,0,0,1.0,2.0
2023-02-01,3,66.33333333333333,66.33333333333333,381.6666666666667,1,0,1,2,2,5,2,1,2023,0,0.9749279121818236,-0.22252093395631434,4.0,4.0,1.0,4.0,5.0,6.0,4.0,1.9999999999999976,3.142857142857143,1.8401748249129475,0.3333333333333333,132.66666666666666,10,66.33333333333333,381.6666666666667,22.111111111111107,127.22222222222223,0,1,0,1,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,-1.0,0.0
2023-02-02,5,61.2,61.2,320.8,1,1,2,0,3,5,2,1,2023,0,0.43388373911755823,-0.900968867902419,3.0,4.0,4.0,6.0,8.0,2.0,3.857142857142857,1.8644544714716065,3.25,1.8584142981864171,0.2,122.4,13,61.2,320.8,12.240000000000002,64.16000000000001,0,2,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,-1.0,-1.0
2023-02-03,1,1.0,5.0,134.0,0,0,1,1,4,5,2,1,2023,0,-0.433883739117558,-0.9009688679024191,5.0,3.0,4.0,7.0,3.0,3.0,3.0,1.5275252316519463,3.1785714285714284,1.9061998540546303,0.0,6.0,3,1.0,134.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-6.0,-1.0
2023-02-04,4,46.0,47.5,210.5,1,0,2,3,5,5,2,1,2023,1,-0.9749279121818236,-0.2225209339563146,1.0,5.0,3.0,3.0,3.0,3.0,3.142857142857143,1.5735915849388855,3.2142857142857144,1.9120890816289566,0.25,93.5,11,46.0,210.5,11.5,52.625,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0,1,1.0,1.0
2023-02-05,4,28.0,29.0,210.5,1,0,1,1,6,5,2,1,2023,1,-0.7818314824680299,0.6234898018587334,4.0,1.0,5.0,1.0,1.0,2.0,3.5714285714285716,1.2724180205607014,3.2857142857142856,1.9023794624226862,0.25,57.0,16,28.0,210.5,7.0,52.625,2,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,3.0,1.0
2023-02-06,6,53.5,53.5,277.0,1,1,2,4,0,6,2,1,2023,0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,1.0,3.857142857142857,1.5735915849388837,3.4642857142857144,1.9145087921824546,0.16666666666666666,107.0,15,53.5,277.0,8.916666666666666,46.166666666666664,1,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,0,2,0,1,1,0,2.0,4.0
2023-02-07,4,56.25,56.25,188.5,2,1,2,1,1,6,2,1,2023,0,0.7818314824680298,0.6234898018587336,6.0,4.0,4.0,4.0,3.0,4.0,3.857142857142857,1.5735915849388837,3.4642857142857144,1.9145087921824546,0.5,112.5,13,56.25,188.5,28.125,94.25,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,3.0
2023-02-08,2,61.5,61.5,358.0,1,0,2,0,2,6,2,1,2023,0,0.9749279121818236,-0.22252093395631434,4.0,6.0,4.0,3.0,4.0,5.0,3.7142857142857144,1.7043362064926915,3.357142857142857,1.9093199432003671,0.5,123.0,5,61.5,358.0,30.75,179.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,-1.0,-2.0
2023-02-09,4,39.0,39.0,250.0,0,0,1,0,3,6,2,1,2023,0,0.43388373911755823,-0.900968867902419,2.0,4.0,6.0,5.0,6.0,2.0,3.5714285714285716,1.6183471874253725,3.4285714285714284,1.8940173144144152,0.0,78.0,12,39.0,250.0,0.0,0.0,0,0,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,0,-1.0,-1.0
2023-02-10,5,53.4,53.4,310.4,1,0,2,1,4,6,2,1,2023,0,-0.433883739117558,-0.9009688679024191,4.0,2.0,4.0,1.0,7.0,3.0,4.142857142857143,1.2149857925879075,3.5,1.9148542155126775,0.2,106.8,15,53.4,310.4,10.68,62.08,2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,4.0,3.0
2023-02-11,6,80.5,80.66666666666667,313.3333333333333,1,0,2,3,5,6,2,1,2023,1,-0.9749279121818236,-0.2225209339563146,5.0,4.0,2.0,4.0,3.0,2.0,4.428571428571429,1.397276262011539,3.642857142857143,1.9477296510683395,0.16666666666666666,161.16666666666669,16,80.5,313.3333333333333,13.416666666666666,52.222222222222214,1,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,2,0,0,1,2,1,0,2.0,3.0
2023-02-12,3,38.0,38.0,209.66666666666666,1,1,2,1,6,6,2,1,2023,1,-0.7818314824680299,0.6234898018587334,6.0,5.0,4.0,4.0,1.0,2.0,4.285714285714286,1.4960264830861874,3.6785714285714284,1.9255316039140877,0.3333333333333333,76.0,9,38.0,209.66666666666666,12.666666666666666,69.88888888888889,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,-1.0,1.0
2023-02-13,6,60.666666666666664,60.666666666666664,380.8333333333333,1,0,2,3,0,7,2,1,2023,0,0.0,1.0,3.0,6.0,5.0,6.0,4.0,1.0,4.285714285714286,1.4960264830861874,3.857142857142857,1.8995961698386334,0.16666666666666666,121.33333333333333,18,60.666666666666664,380.8333333333333,10.11111111111111,63.472222222222214,2,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0,1,0,0,0.0,4.0
2023-02-14,1,26.0,26.0,232.0,0,0,1,0,1,7,2,1,2023,0,0.7818314824680298,0.6234898018587336,6.0,3.0,6.0,4.0,4.0,3.0,3.857142857142857,1.9518001458970642,3.7857142857142856,1.9693417373089104,0.0,52.0,4,26.0,232.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,-3.0,0.0
2023-02-15,2,42.5,42.5,268.0,0,0,1,0,2,7,2,1,2023,0,0.9749279121818236,-0.22252093395631434,1.0,6.0,3.0,2.0,3.0,5.0,3.857142857142857,1.9518001458970642,3.6785714285714284,1.9823960703891088,0.0,85.0,8,42.5,268.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,-1.0
2023-02-16,4,55.0,55.0,392.25,2,0,1,2,3,7,2,1,2023,0,0.43388373911755823,-0.900968867902419,2.0,1.0,6.0,4.0,5.0,8.0,3.857142857142857,1.9518001458970642,3.5357142857142856,1.7946864547601273,0.5,110.0,10,55.0,392.25,27.5,196.125,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,1,0,1,0.0,-1.0
2023-02-17,3,65.0,65.0,245.0,1,1,1,2,4,7,2,1,2023,0,-0.433883739117558,-0.9009688679024191,4.0,2.0,1.0,5.0,1.0,3.0,3.5714285714285716,1.9023794624226822,3.5357142857142856,1.7946864547601273,0.3333333333333333,130.0,7,65.0,245.0,21.666666666666664,81.66666666666666,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,-2.0,-5.0
2023-02-18,5,86.4,86.4,356.8,3,0,5,1,5,7,2,1,2023,1,-0.9749279121818236,-0.2225209339563146,3.0,4.0,2.0,6.0,4.0,3.0,3.4285714285714284,1.7182493859684476,3.607142857142857,1.812289031692113,0.6,172.8,16,86.4,356.8,51.84,214.08,2,1,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,0,1,-1.0,2.0
2023-02-19,1,225.0,225.0,376.0,1,0,1,1,6,7,2,1,2023,1,-0.7818314824680299,0.6234898018587334,5.0,3.0,4.0,3.0,4.0,1.0,3.142857142857143,1.9518001458970655,3.607142857142857,1.812289031692113,1.0,450.0,3,225.0,376.0,225.0,376.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-2.0,-2.0
2023-02-20,4,40.75,40.75,208.0,0,0,4,1,0,8,2,1,2023,0,0.0,1.0,1.0,5.0,3.0,6.0,6.0,0.0,2.857142857142857,1.5735915849388862,3.75,1.6694421334796352,0.0,81.5,11,40.75,208.0,0.0,0.0,1,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,-2.0,3.0
2023-02-21,3,275.6666666666667,275.6666666666667,431.3333333333333,0,0,1,1,1,8,2,1,2023,0,0.7818314824680298,0.6234898018587336,4.0,1.0,5.0,1.0,4.0,3.0,3.142857142857143,1.3451854182690974,3.75,1.6694421334796352,0.0,551.3333333333334,8,275.6666666666667,431.3333333333333,0.0,0.0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,2.0,0.0
2023-02-22,6,81.0,81.0,266.3333333333333,1,1,2,2,2,8,2,1,2023,0,0.9749279121818236,-0.22252093395631434,3.0,4.0,1.0,2.0,2.0,4.0,3.7142857142857144,1.603567451474544,3.8214285714285716,1.7224782195810822,0.16666666666666666,162.0,16,81.0,266.3333333333333,13.5,44.388888888888886,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,2,1,4.0,2.0
2023-02-23,6,19.166666666666668,19.166666666666668,293.0,3,0,4,3,3,8,2,1,2023,0,0.43388373911755823,-0.900968867902419,6.0,3.0,4.0,4.0,4.0,6.0,4.0,1.8257418583505511,3.8214285714285716,1.7224782195810822,0.5,38.333333333333336,20,19.166666666666668,293.0,9.583333333333334,146.5,2,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,3,1,2.0,0.0
2023-02-24,4,60.5,60.5,284.25,0,0,1,2,4,8,2,1,2023,0,-0.433883739117558,-0.9009688679024191,6.0,6.0,3.0,3.0,5.0,7.0,4.142857142857143,1.7728105208558336,3.7142857142857144,1.606863585376986,0.0,121.0,12,60.5,284.25,0.0,0.0,1,1,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,2,1.0,-3.0
2023-02-25,2,8.0,9.0,247.5,0,0,0,1,5,8,2,1,2023,1,-0.9749279121818236,-0.2225209339563146,4.0,6.0,6.0,5.0,6.0,3.0,3.7142857142857144,1.889822365046134,3.6785714285714284,1.6342077348473545,0.0,17.0,6,8.0,247.5,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,-3.0,-1.0
2023-02-26,4,106.75,108.0,342.75,3,1,1,0,6,8,2,1,2023,1,-0.7818314824680299,0.6234898018587334,2.0,4.0,6.0,1.0,3.0,1.0,4.142857142857143,1.463850109422796,3.7857142857142856,1.5481684006675096,0.75,214.75,13,106.75,342.75,80.0625,257.0625,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,1,1,3.0,3.0
2023-02-27,4,87.0,87.0,286.25,1,1,1,1,0,9,2,1,2023,0,0.0,1.0,4.0,2.0,4.0,4.0,6.0,4.0,4.142857142857143,1.463850109422796,3.7857142857142856,1.5481684006675096,0.25,174.0,14,87.0,286.25,21.75,71.5625,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1,0.0,0.0
2023-02-28,2,122.5,122.5,267.5,0,0,0,1,1,9,2,1,2023,0,0.7818314824680298,0.6234898018587336,4.0,4.0,2.0,3.0,1.0,4.0,4.0,1.6329931618554492,3.7142857142857144,1.583646585553894,0.0,245.0,5,122.5,267.5,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,-1.0,-2.0
2023-03-01,2,54.0,54.0,277.0,0,0,2,0,2,9,3,1,2023,0,0.9749279121818236,-0.22252093395631434,2.0,4.0,4.0,6.0,2.0,3.0,3.4285714285714284,1.511857892036907,3.6785714285714284,1.6113847605587084,0.0,108.0,6,54.0,277.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,-4.0,-1.0
2023-03-02,2,126.5,126.5,413.5,0,0,1,1,3,9,3,1,2023,0,0.43388373911755823,-0.900968867902419,2.0,2.0,4.0,6.0,4.0,5.0,2.857142857142857,1.0690449676496965,3.5714285714285716,1.619981056783883,0.0,253.0,7,126.5,413.5,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,-4.0,-3.0
